排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
68,3658-KIBGF,86.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,54.9,54.9,Month-to-month,DSL,Electronic check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
69,7929-DMBCV,86.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,20,81.0,1683.7,Month-to-month,Fiber optic,Mailed check,Female,月租费用偏高(¥81/月)；在网时间(20个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
70,4374-YMUSQ,86.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,34,116.25,3899.05,One year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥116/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；流失概率极高，需立即挽留
71,5997-OPVFA,86.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,89.05,6254.45,Two year,DSL,Bank transfer (automatic),Male,月租费用偏高(¥89/月)；流失概率极高，需立即挽留
72,2160-GPFXD,85.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,54,65.65,3566.7,Two year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥66/月)；流失概率极高，需立即挽留
73,2138-VFAPZ,85.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,19.7,263.65,Two year,No,Mailed check,Female,在网时间(14个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
74,6177-PEVRA,85.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,48,55.5,2627.35,Two year,DSL,Credit card (automatic),Female,流失概率极高，需立即挽留
75,6060-DRTNL,85.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,84.85,415.55,Month-to-month,Fiber optic,Mailed check,Female,月租费用偏高(¥85/月)；在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
76,2863-IMQDR,85.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,89.65,5308.7,Two year,DSL,Electronic check,Female,月租费用偏高(¥90/月)；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
77,6732-VAILE,85.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,85.95,5931.75,Two year,DSL,Credit card (automatic),Male,月租费用偏高(¥86/月)；流失概率极高，需立即挽留
78,4657-FWVFY,85.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,40,96.35,3915.4,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥96/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；流失概率极高，需立即挽留
79,9499-XPZXM,85.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,64.75,4804.75,Two year,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥65/月)；流失概率极高，需立即挽留
80,6427-FEFIG,85.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,78.6,1846.65,Two year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥79/月)；流失概率极高，需立即挽留
81,9061-TIHDA,85.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,95.25,1233.65,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥95/月)；在网时间(13个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
82,3088-LHEFH,85.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,79.0,929.3,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用中等偏高(¥79/月)；在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
83,4012-YCFAI,85.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,60,61.35,3766.2,Two year,DSL,Mailed check,Male,月租费用中等偏高(¥61/月)；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
84,3815-SLMEF,85.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,34.25,139.35,Month-to-month,DSL,Mailed check,Female,在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
85,0643-OKLRP,85.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,47,80.35,3825.85,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥80/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
86,3316-UWXUY,85.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,50,93.5,4747.5,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥94/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；流失概率极高，需立即挽留
87,7797-EJMDP,85.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,66.05,574.5,Month-to-month,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥66/月)；在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；流失概率极高，需立即挽留
88,7074-IEVOJ,84.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,79.4,205.05,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
89,8158-WPEZG,84.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,35.65,425.1,Month-to-month,DSL,Electronic check,Male,在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
90,4751-ERMAN,84.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,75.4,5480.25,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥75/月)；流失概率极高，需立即挽留
91,7075-BNDVQ,84.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,35.0,135.75,Month-to-month,DSL,Mailed check,Female,在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
92,2706-QZIHY,84.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,25.2,387.9,Two year,No,Mailed check,Female,在网时间(15个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
93,9585-KKMFD,84.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,41,20.0,879.8,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
94,6899-PPEEA,84.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,37,96.55,3580.3,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥97/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
95,8016-NCFVO,84.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,55,116.5,6382.55,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥116/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
96,6128-DAFVY,83.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,56,44.85,2564.95,Month-to-month,DSL,Credit card (automatic),Female,月付合同，转换成本低，易流失；流失概率极高，需立即挽留
97,2342-CKIAO,83.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,20.3,41.2,Month-to-month,No,Mailed check,Female,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
98,6769-DCQLI,83.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,105.0,5426.85,One year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥105/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；流失概率极高，需立即挽留
99,2748-MYRVK,83.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,63,99.9,6137.0,One year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥100/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；流失概率极高，需立即挽留
